id,Title,Content,SKU,"Product Type","Parent Product ID","Product Attributes","Product categories",_languages,"Product Type"
1966,"[:en]Saudi Contracting[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Contracting|Country>Saudi Arabia",,simple
1968,"[:en]Offsets in the GCC[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
1969,"[:en]GCC Insurance Industry[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Insurance",,simple
1970,"[:en]Qatar Aviation[:]","[:en]Industry Research Report[:]",,simple,0,,Industry>Aviation|Country>Qatar,,simple
1971,"[:en]GCC Aviation Low Cost Carriers[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Aviation|Country>GCC Region",,simple
1972,"[:en]Egypt Power[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>MENA Region|Industry>Power",,simple
1974,"[:en]Qatar Power[:]","[:en]Industry Research Report[:]",,simple,0,,Industry>Power|Country>Qatar,,simple
1975,"[:en]UAE Power[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Power|Country>United Arab Emirates",,simple
1977,"[:en]Oman Ports[:]","[:en]Industry Research Report[:]",,simple,0,,Country>Oman|Industry>Ports,,simple
1978,"[:en]Qatar Ports[:]","[:en]Industry Research Report[:]",,simple,0,,Industry>Ports|Country>Qatar,,simple
1979,"[:en]Saudi Ports[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Ports|Country>Saudi Arabia",,simple
1980,"[:en]UAE Ports[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Ports|Country>United Arab Emirates",,simple
1982,"[:en]Saudi Water[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>Saudi Arabia|Industry>Water",,simple
1983,"[:en]Kuwait Water[:]","[:en]Industry Research Report[:]",,simple,0,,Country>Kuwait|Industry>Water,,simple
1984,"[:en]Qatar Water[:]","[:en]Industry Research Report[:]",,simple,0,,Country>Qatar|Industry>Water,,simple
2004,"[:en]Saudi Aviation[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Aviation|Country>Saudi Arabia",,simple
2005,"[:en]Kuwait Ports[:]","[:en]Industry Research Report[:]",,simple,0,,Country>Kuwait|Industry>Ports,,simple
2006,"[:en]Kuwait Power[:]","[:en]Industry Research Report[:]",,simple,0,,Country>Kuwait|Industry>Power,,simple
2007,"[:en]Qatar Roads & Railways[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>Qatar|Industry>Roads and Railways",,simple
2008,"[:en]Qatar Residential Real Estate[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>Qatar|Industry>Real Estate",,simple
2009,"[:en]Saudi Residential Real Estate[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Real Estate|Country>Saudi Arabia",,simple
2010,"[:en]GCC Affordable Housing[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Real Estate",,simple
2011,"[:en]UAE Residential Real Estate[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Real Estate|Country>United Arab Emirates",,simple
2012,"[:en]Saudi Office Real Estate[:]","[:en]Industry Research Report[:]",,simple,0,,"Industry>Real Estate|Country>Saudi Arabia",,simple
2013,"[:en]Kuwait Real Estate[:]","[:en]Bilingual | Industry Research Report[:]",,simple,0,,"Country>Kuwait|Industry>Real Estate",,simple
2017,"[:en]Kuwait - France[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2018,"[:en]Kuwait Key Partners[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2020,"[:en]The Diplomatic Standoff: Assessing the Economic Cost to Qatar[:ar]The Diplomatic Standoff: Assessing the Economic Cost to Qatar[:]","[:en]Economy Research Reports[:ar]Economy Research Reports[:]",,simple,0,,Economy|Country>Qatar,,simple
2028,"[:en]Kuwait Economic Themes[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2029,"[:en]Qatar Economic Themes[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Qatar,,simple
2030,"[:en]Saudi Economic Themes[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>Saudi Arabia",,simple
2031,"[:en]UAE Economic Themes[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>United Arab Emirates",,simple
2032,"[:en]From Bitcoin to Blockchain[:ar]From Bitcoin to Blockchain[:]","[:en]Economy Research Reports[:ar]Economy Research Reports[:]",,simple,0,,"Technology|Country>GCC Region",,simple
2033,"[:en]Kuwait Projects: KWD 10bn Awarded[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2034,"[:en]Are GCC Businesses Leveraging Social Media[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2035,"[:en]The What of VAT[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2036,"[:en]Top GCC Risks 2016[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2037,"[:en]Crude Awakening[:ar]الذروة النفطية[:]","[:en]Marmore First Take Report[:ar]Marmore First Take Report[:]",,simple,0,,"Others>First Take|Country>Saudi Arabia",,simple
2040,"[:en]Financing Options in GCC[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2041,"[:en]GCC Institutional Investors III - Pension Funds[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
2043,"[:en]GCC Institutional Investors II – SOE[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
2046,"[:en]GCC Retail[:]","[:en]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Retail",,simple
2049,"[:en]Emerging Markets (MSCI) – Threat of a Debt Crisis[:]","[:en]Economy Research Reports[:]",,simple,0,,Country|Economy,,simple
2053,"[:en]GCC Liquidity Fall - Impact on Banks, Stock Market and Debt Market[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2054,"[:en]Is China Stalling?[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy,,simple
2055,"[:en]FIFA World Cup 2022[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Qatar,,simple
2056,"[:en]Kuwait – Dealing with Construction Permits[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2057,"[:en]Diworsification : The GCC Oil Stranglehold[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2058,"[:en]Negative Interest Rates[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2083,"[:en]Central Bank Shocks - What next? (Bilingual)[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy,,simple
2084,"[:en]Fiscal Breakeven Oil Price (Bilingual)[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy,,simple
2085,"[:en]Kuwait Electricity Tariff Hikes (Bilingual)[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2086,"[:en]Swiss Franc - What Happened? (Bilingual)[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy,,simple
2087,"[:en]Cheaper Oil - Is it here to stay? (Bilingual)[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy,,simple
2088,"[:en]Rising Fuel Prices in Kuwait - Impact on Construction cost  (Bilingual)[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2089,"[:en]GCC Demographic Shift[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2091,"[:en]Kuwait Credit Growth[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2092,"[:en]Kuwait Development Plan[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2093,"[:en]Multiple Directorships in Saudi[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>Saudi Arabia",,simple
2094,"[:en]Political Risk moving to the forefront[:]","[:en]Economy Research Reports[:]",,simple,0,,"Economy|Country>GCC Region",,simple
2095,"[:en]The Vicious “Square”[:]","[:en]Economy Research Reports[:]",,simple,0,,Economy|Country>Kuwait,,simple
2098,"[:en]SOE Heavy Stocks[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets>Equity|Country>GCC Region",,simple
2104,"[:en]Most Valuable Companies in GCC[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets>Equity|Country>GCC Region",,simple
2111,"[:en]GCC High Margin Industries[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets>Equity|Country>GCC Region",,simple
2112,"[:en]GCC Sovereign Debt Issuances[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets>Debt|Country>GCC Region",,simple
2113,"[:en]Berkshire Hathaway[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets>Stocks",,simple
2114,"[:en]Apple - 5 Questions (Bilingual)[:ar]Apple - 5 Questions (Bilingual)[:]","[:en]Capital Market Research Report[:ar]Capital Market Research Report[:]",,simple,0,,"Capital Markets>Stocks",,simple
2131,"[:en]Kuwait’s new Law on Preference Shares - Enhancing Market Breadth (Bilingual)[:]","[:en]Marmore Research Report (Bilingual)[:]",,simple,0,,"Capital Markets>Equity|Country>Kuwait",,simple
2132,"[:en]Mother of All IPOs - National Commercial Bank (Bilingual)[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Country>Saudi Arabia|Capital Markets>Stocks",,simple
2133,"[:en]Alpha Abound: A Study to explore Alpha generation in GCC[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets|Country>GCC Region",,simple
2134,"[:en]MENA Asset Management Policy Perspectives[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets|Country>MENA Region",,simple
2135,"[:en]Kuwait Investment Sector[:]","[:en]Marmore Research Report[:]",,simple,0,,Industry>Investment|Country>Kuwait,,simple
2136,"[:en]Kuwait 15 Index[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets>Equity|Country>Kuwait",,simple
2137,"[:en]The Golden Portfolio[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets|Country>GCC Region",,simple
2138,"[:en]Persistence in Performance - The GCC Experience[:]","[:en]Capital Market Research Report[:]",,simple,0,,"Capital Markets|Country>GCC Region",,simple
2143,"[:en]GCC Bonds and Sukuk Market Survey 2018[:ar]استطلاع سوق السندات والصكوك في دول مجلس التعاون الخليجي 2018[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Bonds and Sukuk Market|Country>GCC Region",,simple
2181,"[:en]GCC Restaurant Tech[:ar]تكنولوجيا المطاعم في دول مجلس التعاون الخليجي[:]","[:en]Marmore Research Report[:ar]Marmore Research Report[:]",,simple,0,,"Technology|Country>GCC Region",,simple
2199,"[:en]Geopolitics influences GCC Markets in September, Oil turns volatile[:ar]تقلبات أسعار النفط لا تزال مستمرة ""المركز"": أجواء سبتمبر المتوترة تلقي بظلالها سلباً على الأسواق الخليجية[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Country>GCC Region|Capital Markets>Market Outlook",,simple
2201,"[:en]GCC Risk Premium – H1 2019[:ar]علاوة المخاطر الخليجية - النصف الأول 2019[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Country>GCC Region|Capital Markets>GCC WACC","a:2:{i:0;s:2:""en"";i:1;s:2:""ar"";}",simple
2245,"[:en]FinTech - Future of Financial Services[:ar]التكنولوجيا المالية - مستقبل الخدمات المالية[:]","[:en]Marmore Research Report[:ar]Marmore Research Report[:]",,simple,0,,"Technology|Country>GCC Region|Country>Kuwait",,simple
2267,"[:en]Bahrain raises USD2 billion with first dollar bond issue since bailout[:ar]البحرين تجمع ملياري دولار لأول إصدار سندات دولارية منذ حزمة إنقاذ خليجية[:]","[:en]Marmore First Take Report[:ar]Marmore First Take Report[:]",,simple,0,,"Country>Bahrain|Others>First Take",,simple
2298,"[:en]Accelerating Growth of Free Trade Zones[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>GCC Region",,simple
2299,"[:en]Research in GCC: The Knowledge Gap[:]","[:en]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Productivity and Workforce Studies",,simple
2300,"[:en]China's Energy Geopolitics and Global Implications[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Macroeconomic Policies",,simple
2301,"[:en]Oil & Gas markets and the emergence of new resources[:]","[:en]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Industries and Sectorial Policies",,simple
2302,"[:en]GCC Countries & Asia: Bolstering Energy Ties (2014)[:]","[:en]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Macroeconomic Policies",,simple
2303,"[:en]GCC Corporate Earnings – H1 2019[:ar]أرباح الشركات الخليجية - النصف الأول 2019[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Corporate Earnings|Country>GCC Region",,simple
2304,"[:en]GCC Energy Strategies: The Way Forward (2014)[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>GCC Region",,simple
2306,"[:en]Kuwait - Alternatives for Power Generation (2013)[:]","[:en]Policy Research Report[:]",,simple,0,,"Country>Kuwait|Policy>National Competitiveness and Innovation",,simple
2307,"[:en]Kuwait - Adopting A Sustainable Strategy (2012)[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>Kuwait",,simple
2309,"[:en]Geopolitical and Macroeconomic Implications of the Iranian Nuclear Deal for GCC (Bilingual)[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Macroeconomic Policies|Country>MENA Region",,simple
2315,"[:en]An Innovation Driven Economic Diversification Strategy for Kuwait (KFAS)[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>Kuwait",,simple
2323,"[:en]Saudi Arabia Corporate Earnings – H1 2019[:ar]أرباح الشركات السعودية - النصف الأول 2019[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Corporate Earnings|Country>Saudi Arabia",,simple
2328,"[:en]UAE Corporate Earnings – H1 2019[:ar]أرباح الشركات الإماراتية - النصف الأول 2019[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Corporate Earnings|Country>United Arab Emirates",,simple
2332,"[:en]Kuwait Jumps 14 spots to register its best ranking yet in Ease of Doing Business[:ar]الكويت تقفز 14 نقطة مسجلة أفضل تصنيف لها حتى الآن من حيث سهولة ممارسة الأعمال[:]","[:en]Marmore First Take Report[:ar]Marmore First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
2343,"[:en]Qatar Corporate Earnings – H1 2019[:ar]أرباح الشركات القطرية - النصف الأول 2019[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Corporate Earnings|Country>Qatar",,simple
2369,"[:en]Kuwait cuts borrowing rates for the first time in 2019, which other GCC Countries followed US FED Rate Cut?[:ar]الكويت تخفض معدلات الاقتراض لأول مرة في 2019، ما هي دول مجلس التعاون الخليجي الأخرى التي اتبعت خفض سعر الفائدة الخاص باحتياطي الفيدرالي الأمريكي؟[:]","[:en]Marmore First Take Report[:ar]Marmore First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
2379,"[:en]Kuwait Reforms (Series) - Education[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Industries and Sectorial Policies|Country>Kuwait",,simple
2380,"[:en]Land Reforms in Kuwait[:]","[:en]Policy Research Report[:]",,simple,0,,Country>Kuwait|Policy>Regulatory,,simple
2381,"[:en]""B.O.T Law- What's New?""[:]","[:en]Policy Research Report[:]",,simple,0,,Country>Kuwait|Policy>Regulatory,,simple
2382,"[:en]Blueprint for Public Sector Good Governance in Kuwait (2013)[:]","[:en]Policy Research Report[:]",,simple,0,,"Country>Kuwait|Policy>Macroeconomic Policies",,simple
2386,"[:en]Kuwait Corporate Earnings – H1 2019[:ar]أرباح الشركات الكويتية - النصف الأول 2019[:]","[:en]Capital Markets Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC Corporate Earnings|Country>Kuwait",,simple
2396,"[:en]Saudi Arabia pulls down GCC Equities, Kuwait bucks the trend[:ar]تراجع السوق السعودي يؤثر سلباً على أسواق دول مجلس التعاون الخليجي عدا الكويت[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Capital Markets>Market Outlook|Country>Saudi Arabia",,simple
2397,"[:en]Dealing with Bankruptcy in the GCC[:]","[:en]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Regulatory",,simple
2398,"[:en]Tools to Strengthen & Support Kuwait's Private Sector (2012)[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>Kuwait",,simple
2400,"[:en]Got a CMA: What Next?[:]","[:en]Policy Research Report[:]",,simple,0,,Country>Kuwait|Policy>Regulatory,,simple
2401,"[:en]The New Regulations for Kuwait Investment Sector[:]","[:en]Policy Research Report[:]",,simple,0,,Country>Kuwait|Policy>Regulatory,,simple
2403,"[:en]SME Startup Stories in GCC[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Economic Diversification and Sustainability|Country>GCC Region",,simple
2404,"[:en]GCC Cloud Computing[:]","[:en]Marmore Research Report[:]",,simple,0,,"Technology|Policy>Economic Diversification and Sustainability|Country>GCC Region",,simple
2405,"[:en]The Internet of Things ! Big Data[:]","[:en]Marmore Research Report[:]",,simple,0,,"Technology|Policy>Economic Diversification and Sustainability|Country>GCC Region",,simple
2439,"[:en]Sovereign Wealth Funds - GCC Institutional Investors[:ar]صناديق الثروة السيادية - المؤسسات الاستثمارية في دول مجلس التعاون الخليجي[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
2440,"[:en]Saudi Aramco Valuation[:ar]تقييم أرامكو السعودية[:]","[:en]Detailed Report + Valuation Model (Excel)[:ar]تقرير مُفصّل + نموذج التقييم (Excel)[:]",,simple,0,,"Capital Markets>Equity|Country>Saudi Arabia",,simple
2451,"[:en]GCC Listed Companies with high cash holding – what can one learn?[:ar]الشركات المدرجة في دول مجلس التعاون الخليجي ذات حيازات نقدية مرتفعة - ما الذي نتعلمه من ذلك؟[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>Equity|Country>GCC Region",,simple
2497,"[:en]GCC M&A Report - Q3 2019[:ar]تقرير صفقات الاندماج والاستحواذ الخليجية - الربع الثالث 2019[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Capital Markets>GCC M&amp;A|Country>GCC Region",,simple
2505,"[:en]Abu Dhabi National Oil Company’s Murban crude futures to be listed on Intercontinental Exchange[:ar]إدراج العقود الآجلة لخام مربان لشركة بترول أبوظبي الوطنية في بورصة انتركونتيننتال[:]","[:en]Marmore First Take Report[:ar]Marmore First Take Report[:]",,simple,0,,"Others>First Take|Country>United Arab Emirates",,simple
2510,"[:en]Kuwait - Private Labor Market (2013)[:]","[:en]Policy Research Report[:]",,simple,0,,"Country>Kuwait|Policy>Productivity and Workforce Studies",,simple
2511,"[:en]The GCC Diplomatic Crisis over Qatar[:]","[:en]Policy Research Report[:]",,simple,0,,"Policy>Macroeconomic Policies|Country>Qatar",,simple
2513,"[:en]Kuwait - Starting Business[:]","[:en]Policy Research Report[:]",,simple,0,,Country>Kuwait|Policy>Regulatory,,simple
2518,"[:en]Saudi Arabia sets record budget in 2018[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Saudi Arabia",,simple
2519,"[:en]U.S. Fed Raises Rate, GCC Countries mostly follow[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>GCC Region",,simple
2520,"[:en]UAE & Bahrain blacklisted as Tax havens by the EU[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>GCC Region",,simple
2521,"[:en]Venezuela Debt Default[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take",,simple
2522,"[:en]KFH-AUB Merger[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
2523,"[:en]Kingdom of Saudi Arabia’s NEOM[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Saudi Arabia",,simple
2524,"[:en]Kuwait’s FTSE EM inclusion[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
2525,"[:en]Bahrain’s $3b Issue[:]","[:en]First Take Report[:]",,simple,0,,"Country>Bahrain|Others>First Take",,simple
2526,"[:en]Saudi Arabia at the 2017 G-20 Summit[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>Saudi Arabia",,simple
2528,"[:en]Dana Gas’s sukuk- a trail of tribulations?[:ar]Dana Gas’s sukuk- a trail of tribulations?[:]","[:en]First Take Report[:ar]First Take Report[:]",,simple,0,,"Others>First Take|Country>United Arab Emirates",,simple
2529,"[:en]Donald Trump Triumphs - GCC Impact[:]","[:en]First Take Report[:]",,simple,0,,"Others>First Take|Country>GCC Region",,simple
2532,"[:en]Public Investment Fund (PIF)[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2533,"[:en]Green Bonds[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2534,"[:en]UAE Bankruptcy Law[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>United Arab Emirates",,simple
2535,"[:en]Network Effects[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2536,"[:en]Sin Tax[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2537,"[:en]Mechanics of Self-Driving Automobile[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2538,"[:en]MiFID II[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2539,"[:en]Initial Coin Offering[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2540,"[:en]Oil Market Conundrum[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2541,"[:en]Value Added Tax in the GCC[:]","[:en]Cut to the Chase Report[:]",,simple,0,,"Others>Cut to the Chase|Country>GCC Region",,simple
2598,"[:en]GCC markets break their losing streak[:ar]أسواق دول مجلس التعاون الخليجي تنهي سلسلة الخسائر المتتالية[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Country>GCC Region|Capital Markets>Market Outlook",,simple
2643,"[:en]Kuwait Healthcare[:ar]قطاع الرعاية الصحية في الكويت[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,Industry>Healthcare|Country>Kuwait,,simple
2922,"[:en]GCC Currency Peg[:ar]ربط العملات في دول مجلس التعاون الخليجي[:]","[:en]Economy Research Report[:ar]تقارير البحوث الاقتصادية[:]",,simple,0,,"Economy|Country>GCC Region",,simple
3093,"[:en]Kuwait and global equities sign off 2019 with a strong rally[:ar]أسواق الأسهم الكويتية والعالمية تختتم عام 2019 بارتفاع قوي[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Country>GCC Region|Capital Markets>Market Outlook",,simple
3172,"[:en]Kuwait Family Business[:ar]الشركات العائلية في الكويت[:]","[:en]+ Free Kuwait HNWI Database[:ar]Industry Research Report[:]",,simple,0,,Country>Kuwait|Industry>Others,"a:2:{i:0;s:2:""en"";i:1;s:2:""ar"";}",simple
3185,"[:en]GCC Market Outlook 2020[:ar]النظرة المستقبلية لأسواق دول مجلس التعاون الخليجي 2020[:]","[:en]Capital Market Research Report[:ar]تقرير بحوث أسواق المال[:]",,simple,0,,"Country>GCC Region|Capital Markets>Market Outlook",,simple
3245,"[:en]GCC Private Equity and Venture Capital[:ar]الأسهم الخاصة ورأس المال المخاطر في دول مجلس التعاون الخليجي[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,"Country>GCC Region|Industry>Others",,simple
3410,"[:en]Kuwait releases budget 2020/21 with record fiscal deficit[:ar]الإعلان عن موازنة الكويت 2020/21 مع تسجيل عجز مالي[:]","[:en]Marmore First Take Report[:ar]Marmore First Take Report[:]",,simple,0,,"Others>First Take|Country>Kuwait",,simple
3591,"[:en]Shift to Electric Vehicles - How will it impact GCC Automobiles Sector[:ar]التحول إلى السيارات الكهربائية - كيف سيؤثر ذلك على قطاع السيارات في دول مجلس التعاون الخليجي[:]","[:en]Industry Research Report[:ar]Industry Research Report[:]",,simple,0,,"Industry>Automobile|Country>GCC Region",,simple
3597,"[:en]GCC and global sentiments affected by virus outbreak in China[:ar]تفشي (كورونا) أثر في حجم الطلب على السوقين الخليجي والعالمي[:]","[:en]The Month That Was (MMR)[:ar]أداء الأسواق على مدار الشهر (التقرير الشهري عن أداء الأسواق)[:]",,simple,0,,"Country>GCC Region|Capital Markets>Market Outlook","a:2:{i:0;s:2:""en"";i:1;s:2:""ar"";}",simple
3639,"[:en]GCC Automobile Sector[:ar]قطاع السيارات في دول مجلس التعاون الخليجي[:]","[:en]Updated for COVID-19 Impact[:ar]Industry Research Report[:]",,simple,0,,"Industry>Automobile|Country>GCC Region",,simple
3707,"[:en]GCC Regulatory Review - 2019[:ar]مراجعة الجهات الرقابية الخليجية - 2019[:]","[:en]Policy Research Report[:ar]Policy Research Report[:]",,simple,0,,"Country>GCC Region|Policy>Regulatory",,simple
3792,"[:en]Data is the new oil for GCC[:ar]البيانات هي النفط الجديد لدول مجلس التعاون الخليجي[:]","[:en]Marmore White Paper[:ar]Marmore White Paper[:]",,simple,0,,"Others>Whitepaper|Country>GCC Region",,simple
3888,"[:en]Equity Market Return Expectations for Saudi Arabia, 2020 - 2024[:ar]توقعات عائد سوق الأسهم لمؤشر السوق السعودي الرئيسي تاسي، 2020-2024[:]","[:en]<strong>Updated for Covid-19 Impact </strong>
+ Free 2 half-yearly updates[:ar]<strong>Updated for Covid-19 Impact </strong>
+ Free 2 half-yearly updates[:]",,simple,0,,"Capital Markets>Equity|Country>Saudi Arabia","a:2:{i:0;s:2:""en"";i:1;s:2:""ar"";}",simple
3930,"[:en]U.S. Fed rate cut by 50 bps due to Coronavirus threat[:ar]تخفيض الاحتياطي الفيدرالي الأمريكي لمعدل الفائدة بمقدار 50 نقطة بسبب تداعيات تفشي فيروس كورونا[:]","[:en]Marmore First Take Report[:ar]Marmore First Take Report[:]",,simple,0,,"Others>First Take|Country>GCC Region|Country>MENA Region","a:2:{i:0;s:2:""en"";i:1;s:2:""ar"";}",simple
